track_id,album_id,album_title,album_url,artist_id,artist_name,artist_url,artist_website,license_image_file,license_image_file_large,license_parent_id,license_title,license_url,tags,track_bit_rate,track_comments,track_composer,track_copyright_c,track_copyright_p,track_date_created,track_date_recorded,track_disc_number,track_duration,track_explicit,track_explicit_notes,track_favorites,track_file,track_genres,track_image_file,track_information,track_instrumental,track_interest,track_language_code,track_listens,track_lyricist,track_number,track_publisher,track_title,track_url
135,58,mp3,http://freemusicarchive.org/music/Abominog/mp3_1_1535/,52,Abominog,http://freemusicarchive.org/music/Abominog/,http://myspace.com/abominog,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,1,,,,11/26/2008 01:43:26 AM,11/26/2008,1,837,,,0,music/WFMU/Abominog/mp3/Abominog_-_Fathers_Day.mp3,"[{'genre_id': '45', 'genre_title': 'Loud-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Loud-Rock/'}, {'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",,,0,2484,en,1832,,0,,Father's Day,http://freemusicarchive.org/music/Abominog/mp3_1_1535/Fathers_Day
136,58,mp3,http://freemusicarchive.org/music/Abominog/mp3_1_1535/,52,Abominog,http://freemusicarchive.org/music/Abominog/,http://myspace.com/abominog,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,1,,,,11/26/2008 01:43:35 AM,11/26/2008,1,509,,,0,music/WFMU/Abominog/mp3/Abominog_-_Peel_Back_The_Mountain_Sky.mp3,"[{'genre_id': '45', 'genre_title': 'Loud-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Loud-Rock/'}, {'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",,,0,1948,en,1498,,0,,Peel Back The Mountain Sky,http://freemusicarchive.org/music/Abominog/mp3_1_1535/Peel_Back_The_Mountain_Sky
137,59,Live at LACE,http://freemusicarchive.org/music/Airway/Live_at_LACE/,53,Airway,http://freemusicarchive.org/music/Airway/,http://www.lafms.com/,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,['lafms'],256000,0,,,,11/26/2008 01:43:42 AM,4/27/1978,1,1233,,,2,music/WFMU/Airway/Live_at_LACE/Airway_-_01_-_Side_A.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}, {'genre_id': '32', 'genre_title': 'Noise', 'genre_url': 'http://freemusicarchive.org/genre/Noise/'}]",https://freemusicarchive.org/file/images/albums/Airway_-_Live_at_LACE_-_2009113011749812.jpg,"<p>Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978.</p>",1,2559,en,1278,,1,,Side A,http://freemusicarchive.org/music/Airway/Live_at_LACE/Side_A
138,59,Live at LACE,http://freemusicarchive.org/music/Airway/Live_at_LACE/,53,Airway,http://freemusicarchive.org/music/Airway/,http://www.lafms.com/,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,['lafms'],256000,0,,,,11/26/2008 01:43:56 AM,4/27/1978,1,1231,,,2,music/WFMU/Airway/Live_at_LACE/Airway_-_02_-_Side_B.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}, {'genre_id': '32', 'genre_title': 'Noise', 'genre_url': 'http://freemusicarchive.org/genre/Noise/'}]",https://freemusicarchive.org/file/images/albums/Airway_-_Live_at_LACE_-_2009113011749812.jpg,"<p>Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978.</p>",1,1909,en,489,,2,,Side B,http://freemusicarchive.org/music/Airway/Live_at_LACE/Side_B
139,60,Every Man For Himself,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/Every_Man_For_Himself/,54,Alec K. Redfearn & the Eyesores,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/,http://www.aleckredfearn.com,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],128000,0,,,,11/26/2008 01:44:05 AM,11/26/2008,1,296,,,3,music/WFMU/Alec_K_Redfearn_and_the_Eyesores/Every_Man_For_Himself/Alec_K_Redfearn_and_the_Eyesores_-_02_-_CandyAss.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/albums/Alec_K_Redfearn_and_the_Eyesores_-_Every_Man_For_Himself_-_2009113011759189.jpg,,0,702,en,582,,2,,CandyAss,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/Every_Man_For_Himself/CandyAss
140,61,The Blind Spot,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/The_Blind_Spot/,54,Alec K. Redfearn & the Eyesores,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/,http://www.aleckredfearn.com,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],128000,0,,,,11/26/2008 01:44:07 AM,11/26/2008,1,253,,,5,music/WFMU/Alec_K_Redfearn_and_the_Eyesores/The_Blind_Spot/Alec_K_Redfearn_and_the_Eyesores_-_02_-_Queen_Of_The_Wires.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/albums/Alec_K_Redfearn_and_the_Eyesores_-_The_Blind_Spot_-_2009113011759706.jpg,,0,1593,en,1299,,2,,Queen Of The Wires,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/The_Blind_Spot/Queen_Of_The_Wires
141,60,Every Man For Himself,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/Every_Man_For_Himself/,54,Alec K. Redfearn & the Eyesores,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/,http://www.aleckredfearn.com,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],128000,0,,,,11/26/2008 01:44:10 AM,11/26/2008,1,182,,,1,music/WFMU/Alec_K_Redfearn_and_the_Eyesores/Every_Man_For_Himself/Alec_K_Redfearn_and_the_Eyesores_-_04_-_Ohio.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/albums/Alec_K_Redfearn_and_the_Eyesores_-_Every_Man_For_Himself_-_2009113011759189.jpg,,0,839,en,725,,4,,Ohio,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/Every_Man_For_Himself/Ohio
142,62,The Quiet Room,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/The_Quiet_Room/,54,Alec K. Redfearn & the Eyesores,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/,http://www.aleckredfearn.com,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],128000,0,,,,11/26/2008 01:44:11 AM,11/26/2008,1,470,,,6,music/WFMU/Alec_K_Redfearn_and_the_Eyesores/The_Quiet_Room/Alec_K_Redfearn_and_the_Eyesores_-_05_-_Punjabi_Watery_Grave.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/albums/Alec_K_Redfearn_and_the_Eyesores_-_The_Quiet_Room_-_2009113011800085.jpg,,0,1223,en,848,,5,,Punjabi Watery Grave,http://freemusicarchive.org/music/Alec_K_Redfearn_and_the_Eyesores/The_Quiet_Room/Punjabi_Watery_Grave
144,64,Amoebiasis,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:15 AM,11/26/1998,1,82,,,1,music/WFMU/Amoebic_Ensemble/Amoebiasis/Amoebic_Ensemble_-_01_-_Wire_Up.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Amoebiasis_-_2009113011815218.jpg,,0,1146,en,1143,,1,,Wire Up,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/Wire_Up
145,64,Amoebiasis,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:18 AM,11/26/1998,1,326,,,1,music/WFMU/Amoebic_Ensemble/Amoebiasis/Amoebic_Ensemble_-_03_-_Amoebiasis.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Amoebiasis_-_2009113011815218.jpg,,0,968,en,883,,3,,Amoebiasis,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/Amoebiasis
146,65,Limbic Rage,http://freemusicarchive.org/music/Amoebic_Ensemble/Limbic_Rage/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:21 AM,11/26/1995,1,354,,,5,music/WFMU/Amoebic_Ensemble/Limbic_Rage/Amoebic_Ensemble_-_06_-_Gimme_a_Buck_or_Ill_Touch_You__Boilermaker.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Limbic_Rage_-_2009113011816264.jpg,,0,855,en,690,,6,,Gimme a Buck or I'll Touch You / Boilermaker,http://freemusicarchive.org/music/Amoebic_Ensemble/Limbic_Rage/Gimme_a_Buck_or_Ill_Touch_You__Boilermaker
147,65,Limbic Rage,http://freemusicarchive.org/music/Amoebic_Ensemble/Limbic_Rage/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:25 AM,11/26/1995,1,232,,,2,music/WFMU/Amoebic_Ensemble/Limbic_Rage/Amoebic_Ensemble_-_07_-_Repetitive_Motion_Sickness.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Limbic_Rage_-_2009113011816264.jpg,,0,930,en,766,,7,,Repetitive Motion Sickness,http://freemusicarchive.org/music/Amoebic_Ensemble/Limbic_Rage/Repetitive_Motion_Sickness
148,66,Contradiction,http://freemusicarchive.org/music/Contradiction/Contradiction/,57,Contradiction,http://freemusicarchive.org/music/Contradiction/,http://nowave.pair.com/contradiction/index.html,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,[],256000,0,,,,11/26/2008 01:44:28 AM,8/01/2002,1,138,,,1,music/WFMU/Contradiction/Contradiction/Contradiction_-_02_-_Blackout_2.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}]",https://freemusicarchive.org/file/images/albums/Contradiction_-_Contradiction_-_2009113012208726.jpg,,0,2437,en,1831,,2,,Blackout 2,http://freemusicarchive.org/music/Contradiction/Contradiction/Blackout_2
149,67,Two Gong/Wire Pieces,http://freemusicarchive.org/music/Andy_Hayleck/Two_GongWire_Pieces/,58,Andy Hayleck,http://freemusicarchive.org/music/Andy_Hayleck/,http://www.ehserecords.com/ehse006.html,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],287639,0,,,,11/26/2008 01:44:34 AM,1/01/2006,1,988,Radio-Safe,,1,music/WFMU/Andy_Hayleck/Two_GongWire_Pieces/Andy_Hayleck_-_02_-_Outside_the_window_bees_buzzed.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}]",https://freemusicarchive.org/file/images/albums/Andy_Hayleck_-_Two_GongWire_Pieces_-_2009113011822661.jpg,,0,1103,en,453,,2,,Outside the window bees buzzed...,http://freemusicarchive.org/music/Andy_Hayleck/Two_GongWire_Pieces/Outside_the_window_bees_buzzed
150,67,Two Gong/Wire Pieces,http://freemusicarchive.org/music/Andy_Hayleck/Two_GongWire_Pieces/,58,Andy Hayleck,http://freemusicarchive.org/music/Andy_Hayleck/,http://www.ehserecords.com/ehse006.html,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],282817,0,,,,11/26/2008 01:44:45 AM,1/01/2006,1,1182,Radio-Safe,,0,music/WFMU/Andy_Hayleck/Two_GongWire_Pieces/Andy_Hayleck_-_01_-__listening_to_the_sunshine_burn_the_grass.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}]",https://freemusicarchive.org/file/images/albums/Andy_Hayleck_-_Two_GongWire_Pieces_-_2009113011822661.jpg,,0,1071,en,407,,1,,... listening to the sunshine burn the grass,http://freemusicarchive.org/music/Andy_Hayleck/Two_GongWire_Pieces/_listening_to_the_sunshine_burn_the_grass
